name,country,subcountry
Blumenau,Brazil,Santa Catarina
Biritiba Mirim,Brazil,São Paulo
Birigui,Brazil,São Paulo
Biguaçu,Brazil,Santa Catarina
Betim,Brazil,Minas Gerais
Bertioga,Brazil,São Paulo
Bento Gonçalves,Brazil,Rio Grande do Sul
Belo Oriente,Brazil,Minas Gerais
Belo Horizonte,Brazil,Minas Gerais
Belford Roxo,Brazil,Rio de Janeiro
Bela Vista,Brazil,Mato Grosso do Sul
Bebedouro,Brazil,São Paulo
Bauru,Brazil,São Paulo
Batatais,Brazil,São Paulo
Bastos,Brazil,São Paulo
Barueri,Brazil,São Paulo
Barroso,Brazil,Minas Gerais
Barrinha,Brazil,São Paulo
Barretos,Brazil,São Paulo
Barreiro do Jaíba,Brazil,Minas Gerais
Barreiras,Brazil,Bahia
Barra Velha,Brazil,Santa Catarina
Barra Mansa,Brazil,Rio de Janeiro
Barra dos Coqueiros,Brazil,Sergipe
Barra do Piraí,Brazil,Rio de Janeiro
Barra do Garças,Brazil,Mato Grosso
Barra do Bugres,Brazil,Mato Grosso
Barra de São Francisco,Brazil,Espírito Santo
Barra Bonita,Brazil,São Paulo
Barra,Brazil,Bahia
Bariri,Brazil,São Paulo
Barbacena,Brazil,Minas Gerais
Barão de Cocais,Brazil,Minas Gerais
Bandeirantes,Brazil,Paraná
Bambuí,Brazil,Minas Gerais
Balneário Camboriú,Brazil,Santa Catarina
Baixo Guandu,Brazil,Espírito Santo
Bagé,Brazil,Rio Grande do Sul
Avaré,Brazil,São Paulo
Atibaia,Brazil,São Paulo
Astorga,Brazil,Paraná
Assis,Brazil,São Paulo
Arujá,Brazil,São Paulo
Artur Nogueira,Brazil,São Paulo
Arroio Grande,Brazil,Rio Grande do Sul
Arroio do Meio,Brazil,Rio Grande do Sul
Arraial do Cabo,Brazil,Rio de Janeiro
Armação de Búzios,Brazil,Rio de Janeiro
Arcos,Brazil,Minas Gerais
Araxá,Brazil,Minas Gerais
Araucária,Brazil,Paraná
Araruama,Brazil,Rio de Janeiro
Araras,Brazil,São Paulo
Araraquara,Brazil,São Paulo
Araranguá,Brazil,Santa Catarina
Arapongas,Brazil,Paraná
Araguari,Brazil,Minas Gerais
Aragarças,Brazil,Goiás
Araçuaí,Brazil,Minas Gerais
Aracruz,Brazil,Espírito Santo
Araçoiaba da Serra,Brazil,São Paulo
Araci,Brazil,Bahia
Araçatuba,Brazil,São Paulo
Aracaju,Brazil,Sergipe
Aquidauana,Brazil,Mato Grosso do Sul
Apucarana,Brazil,Paraná
Apiaí,Brazil,São Paulo
Aparecida do Taboado,Brazil,Mato Grosso do Sul
Aparecida,Brazil,São Paulo
Antonina,Brazil,Paraná
Anicuns,Brazil,Goiás
Angra dos Reis,Brazil,Rio de Janeiro
Andradina,Brazil,São Paulo
Andradas,Brazil,Minas Gerais
Anastácio,Brazil,Mato Grosso do Sul
Anápolis,Brazil,Goiás
Amparo,Brazil,São Paulo
Américo Brasiliense,Brazil,São Paulo
Americana,Brazil,São Paulo
Amargosa,Brazil,Bahia
Álvares Machado,Brazil,São Paulo
Almirante Tamandaré,Brazil,Paraná
Almenara,Brazil,Minas Gerais
Alfenas,Brazil,Minas Gerais
Além Paraíba,Brazil,Minas Gerais
Alegrete,Brazil,Rio Grande do Sul
Alegre,Brazil,Espírito Santo
Alagoinhas,Brazil,Bahia
Aimorés,Brazil,Minas Gerais
Agudos,Brazil,São Paulo
Águas Vermelhas,Brazil,Minas Gerais
Águas de Lindóia,Brazil,São Paulo
Aguaí,Brazil,São Paulo
Adamantina,Brazil,São Paulo
Abaeté,Brazil,Minas Gerais
Guaíba,Brazil,Rio Grande do Sul
Palmas,Brazil,Tocantins
Tefé,Brazil,Amazonas
Tarauacá,Brazil,Acre
Tabatinga,Brazil,Amazonas
Sena Madureira,Brazil,Acre
São Gabriel da Cachoeira,Brazil,Amazonas
Rio Branco,Brazil,Acre
Porto Velho,Brazil,Rondônia
Manaus,Brazil,Amazonas
Manacapuru,Brazil,Amazonas
Humaitá,Brazil,Amazonas
Fonte Boa,Brazil,Amazonas
Eirunepé,Brazil,Amazonas
Cruzeiro do Sul,Brazil,Acre
Coari,Brazil,Amazonas
Carauari,Brazil,Amazonas
Boa Vista,Brazil,Roraima
Ariquemes,Brazil,Rondônia
Aripuanã,Brazil,Mato Grosso
Vilhena,Brazil,Rondônia
Pôsto Fiscal Rolim de Moura,Brazil,Rondônia
Pimenta Bueno,Brazil,Rondônia
Ouro Preto do Oeste,Brazil,Rondônia
Ji Paraná,Brazil,Rondônia
Jaru,Brazil,Rondônia
Guajará Mirim,Brazil,Rondônia
Cacoal,Brazil,Rondônia
Aparecida de Goiânia,Brazil,Goiás
Campinas,Brazil,Santa Catarina
Jaboatão dos Guararapes,Brazil,Pernambuco
Lauro de Freitas,Brazil,Bahia
Pinhais,Brazil,Paraná
Rio Preto da Eva,Brazil,Amazonas
Simões Filho,Brazil,Bahia
Sinop,Brazil,Mato Grosso
Cambebba,Brazil,Ceará
Trindade,Brazil,Santa Catarina
Freguesia do Ribeirao da Ilha,Brazil,Santa Catarina
Zipaquirá,Colombia,Cundinamarca
Zarzal,Colombia,Valle del Cauca
Zaragoza,Colombia,Antioquia
Yumbo,Colombia,Valle del Cauca
Yopal,Colombia,Casanare
Yarumal,Colombia,Antioquia
Viterbo,Colombia,Caldas
Villeta,Colombia,Cundinamarca
Villavicencio,Colombia,Meta
Villa del Rosario,Colombia,Norte de Santander
Villanueva,Colombia,La Guajira
Villanueva,Colombia,Casanare
Villamaría,Colombia,Caldas
Valledupar,Colombia,Cesar
Urrao,Colombia,Antioquia
Ubaté,Colombia,Cundinamarca
Turbo,Colombia,Antioquia
Turbaco,Colombia,Bolívar
Túquerres,Colombia,Nariño
Tunja,Colombia,Boyacá
Tumaco,Colombia,Nariño
Tuluá,Colombia,Valle del Cauca
Tolú,Colombia,Sucre
Tierralta,Colombia,Córdoba
Tame,Colombia,Arauca
Sucre,Colombia,Sucre
Sonsón,Colombia,Antioquia
Soledad,Colombia,Atlántico
Sogamoso,Colombia,Boyacá
Socorro,Colombia,Santander
Soacha,Colombia,Cundinamarca
Sincelejo,Colombia,Sucre
Sincé,Colombia,Sucre
Sibaté,Colombia,Cundinamarca
Sevilla,Colombia,Valle del Cauca
Segovia,Colombia,Antioquia
Santuario,Colombia,Antioquia
Santo Tomás,Colombia,Atlántico
Santa Rosa de Cabal,Colombia,Risaralda
Santander de Quilichao,Colombia,Cauca
Santa Marta,Colombia,Magdalena
Santa Lucía,Colombia,Atlántico
San Onofre,Colombia,Sucre
San Martín,Colombia,Meta
San Marcos,Colombia,Sucre
San Juan Nepomuceno,Colombia,Bolívar
San Juan del Cesar,Colombia,La Guajira
San Jacinto,Colombia,Bolívar
San Gil,Colombia,Santander
San Carlos,Colombia,Córdoba
San Carlos,Colombia,Antioquia
San Benito Abad,Colombia,Sucre
San Andrés,Colombia,"Archipiélago de San Andrés, Providencia y Santa Catalina"
Sampués,Colombia,Sucre
Salamina,Colombia,Caldas
Sahagún,Colombia,Córdoba
Sabaneta,Colombia,Antioquia
Sabanalarga,Colombia,Atlántico
Sabanagrande,Colombia,Atlántico
Roldanillo,Colombia,Valle del Cauca
Riosucio,Colombia,Caldas
Rionegro,Colombia,Antioquia
Ríohacha,Colombia,La Guajira
Repelón,Colombia,Atlántico
Quimbaya,Colombia,Quindío
Quibdó,Colombia,Chocó
Puerto Tejada,Colombia,Cauca
Puerto Santander,Colombia,Norte de Santander
Puerto López,Colombia,Meta
Puerto Colombia,Colombia,Atlántico
Puerto Boyacá,Colombia,Boyacá
Puerto Berrío,Colombia,Antioquia
Puerto Asís,Colombia,Putumayo
Pradera,Colombia,Valle del Cauca
Popayán,Colombia,Cauca
Planeta Rica,Colombia,Córdoba
Pivijay,Colombia,Magdalena
Pitalito,Colombia,Huila
Piedecuesta,Colombia,Santander
Pereira,Colombia,Risaralda
Patía,Colombia,Cauca
Pasto,Colombia,Nariño
Pamplona,Colombia,Norte de Santander
Palmira,Colombia,Valle del Cauca
Palmar de Varela,Colombia,Atlántico
Belalcazar,Colombia,Cauca
Pacho,Colombia,Cundinamarca
Ocaña,Colombia,Norte de Santander
Neiva,Colombia,Huila
Mosquera,Colombia,Cundinamarca
Morales,Colombia,Bolívar
Montería,Colombia,Córdoba
Montenegro,Colombia,Quindío
Montelíbano,Colombia,Córdoba
Mompós,Colombia,Bolívar
Mocoa,Colombia,Putumayo
Melgar,Colombia,Tolima
Medellín,Colombia,Antioquia
Mariquita,Colombia,Tolima
Marinilla,Colombia,Antioquia
María la Baja,Colombia,Bolívar
Manzanares,Colombia,Caldas
Manizales,Colombia,Caldas
Malambo,Colombia,Atlántico
Málaga,Colombia,Santander
Maicao,Colombia,La Guajira
Magangué,Colombia,Bolívar
Madrid,Colombia,Cundinamarca
Los Patios,Colombia,Norte de Santander
Lorica,Colombia,Córdoba
Líbano,Colombia,Tolima
Leticia,Colombia,Amazonas
Lérida,Colombia,Tolima
La Virginia,Colombia,Risaralda
La Unión,Colombia,Valle del Cauca
La Unión,Colombia,Nariño
La Tebaida,Colombia,Quindío
La Plata,Colombia,Huila
La Mesa,Colombia,Cundinamarca
La Jagua de Ibirico,Colombia,Cesar
La Estrella,Colombia,Antioquia
La Dorada,Colombia,Caldas
La Ceja,Colombia,Antioquia
Jamundí,Colombia,Valle del Cauca
Itagüí,Colombia,Antioquia
Ipiales,Colombia,Nariño
Ibagué,Colombia,Tolima
Honda,Colombia,Tolima
Guacarí,Colombia,Valle del Cauca
Granada,Colombia,Meta
Girón,Colombia,Santander
Girardot City,Colombia,Cundinamarca
Garzón,Colombia,Huila
Galapa,Colombia,Atlántico
Fusagasuga,Colombia,Cundinamarca
Funza,Colombia,Cundinamarca
Fundación,Colombia,Magdalena
Fresno,Colombia,Tolima
Fonseca,Colombia,La Guajira
Floridablanca,Colombia,Santander
Florida,Colombia,Valle del Cauca
Florencia,Colombia,Caquetá
Flandes,Colombia,Tolima
Facatativá,Colombia,Cundinamarca
Espinal,Colombia,Tolima
Envigado,Colombia,Antioquia
El Retén,Colombia,Magdalena
El Copey,Colombia,Cesar
El Charco,Colombia,Nariño
El Cerrito,Colombia,Valle del Cauca
El Carmen de Bolívar,Colombia,Bolívar
El Banco,Colombia,Magdalena
El Bagre,Colombia,Antioquia
Duitama,Colombia,Boyacá
Dos Quebradas,Colombia,Risaralda
Curumaní,Colombia,Cesar
Cúcuta,Colombia,Norte de Santander
Corozal,Colombia,Sucre
Corinto,Colombia,Cauca
Municipio de Copacabana,Colombia,Antioquia
Circasia,Colombia,Quindío
Ciénaga de Oro,Colombia,Córdoba
Ciénaga,Colombia,Magdalena
Chiriguaná,Colombia,Cesar
Chiquinquirá,Colombia,Boyacá
Chinú,Colombia,Córdoba
Chinchiná,Colombia,Caldas
Chimichagua,Colombia,Cesar
Chigorodó,Colombia,Antioquia
Chía,Colombia,Cundinamarca
Chaparral,Colombia,Tolima
Cereté,Colombia,Córdoba
Caucasia,Colombia,Antioquia
Cartago,Colombia,Valle del Cauca
Cartagena,Colombia,Bolívar
Carmen de Viboral,Colombia,Antioquia
Candelaria,Colombia,Valle del Cauca
Campo de la Cruz,Colombia,Atlántico
Campoalegre,Colombia,Huila
Cali,Colombia,Valle del Cauca
Caldas,Colombia,Antioquia
Calarcá,Colombia,Quindío
Cajicá,Colombia,Cundinamarca
Caicedonia,Colombia,Valle del Cauca
Buga,Colombia,Valle del Cauca
Buenaventura,Colombia,Valle del Cauca
Buenaventura,Colombia,Valle del Cauca
Bucaramanga,Colombia,Santander
Bogotá,Colombia,Bogota D.C.
Bello,Colombia,Antioquia
Belén de Umbría,Colombia,Risaralda
Barranquilla,Colombia,Atlántico
Barrancas,Colombia,La Guajira
Barrancabermeja,Colombia,Santander
Barbosa,Colombia,Antioquia
Barbosa,Colombia,Santander
Baranoa,Colombia,Atlántico
Ayapel,Colombia,Córdoba
Armenia,Colombia,Quindío
Arjona,Colombia,Bolívar
Ariguaní,Colombia,Cesar
Arauca,Colombia,Arauca
Aracataca,Colombia,Magdalena
Apartadó,Colombia,Antioquia
Anserma,Colombia,Risaralda
Andes,Colombia,Antioquia
Andalucía,Colombia,Valle del Cauca
Aguazul,Colombia,Casanare
Aguadas,Colombia,Caldas
Aguachica,Colombia,Cesar
Acacías,Colombia,Meta
Morales,Colombia,Cauca
Carepa,Colombia,Antioquia
Ciudad Bolívar,Colombia,Antioquia
Agustín Codazzi,Colombia,Cesar
Plato,Colombia,Magdalena
San José del Guaviare,Colombia,Guaviare
Zamora,Ecuador,Zamora-Chinchipe
Yaguachi Nuevo,Ecuador,Guayas
Vinces,Ecuador,Los Ríos
Ventanas,Ecuador,Los Ríos
Velasco Ibarra,Ecuador,Guayas
Tulcán,Ecuador,Carchi
Tena,Ecuador,Napo
Sucre,Ecuador,Manabí
Santo Domingo de los Colorados,Ecuador,Santo Domingo de los Tsáchilas
Santa Rosa,Ecuador,El Oro
Santa Elena,Ecuador,Santa Elena
San Lorenzo de Esmeraldas,Ecuador,Esmeraldas
San Gabriel,Ecuador,Carchi
Samborondón,Ecuador,Guayas
Salinas,Ecuador,Santa Elena
Rosa Zarate,Ecuador,Esmeraldas
Riobamba,Ecuador,Chimborazo
Quito,Ecuador,Pichincha
Quevedo,Ecuador,Los Ríos
Puyo,Ecuador,Pastaza
Pujilí,Ecuador,Cotopaxi
Puerto Francisco de Orellana,Ecuador,Orellana
Portoviejo,Ecuador,Manabí
Playas,Ecuador,Guayas
Piñas,Ecuador,El Oro
Pelileo,Ecuador,Tungurahua
Pedro Carbo,Ecuador,Guayas
Pasaje,Ecuador,El Oro
Otavalo,Ecuador,Imbabura
Naranjito,Ecuador,Guayas
Naranjal,Ecuador,Guayas
Montecristi,Ecuador,Manabí
Montalvo,Ecuador,Los Ríos
Manta,Ecuador,Manabí
Machala,Ecuador,El Oro
Machachi,Ecuador,Pichincha
Macas,Ecuador,Morona-Santiago
Loja,Ecuador,Loja
La Troncal,Ecuador,Cañar
Latacunga,Ecuador,Cotopaxi
La Maná,Ecuador,Cotopaxi
La Libertad,Ecuador,Guayas
Nueva Loja,Ecuador,Sucumbios
Jipijapa,Ecuador,Manabí
Ibarra,Ecuador,Imbabura
Huaquillas,Ecuador,El Oro
Guayaquil,Ecuador,Guayas
Guaranda,Ecuador,Bolívar
Gualaceo,Ecuador,Azuay
Esmeraldas,Ecuador,Esmeraldas
El Triunfo,Ecuador,Guayas
Eloy Alfaro,Ecuador,Guayas
Cuenca,Ecuador,Azuay
Chone,Ecuador,Manabí
Cayambe,Ecuador,Pichincha
Catamayo,Ecuador,Loja
Cariamanga,Ecuador,Loja
Calceta,Ecuador,Manabí
Boca Suno,Ecuador,Orellana
Balzar,Ecuador,Guayas
Bahía de Caráquez,Ecuador,Manabí
Babahoyo,Ecuador,Los Ríos
Azogues,Ecuador,Cañar
Atuntaqui,Ecuador,Imbabura
Ambato,Ecuador,Tungurahua
Tutamandahostel,Ecuador,Pichincha
Yurimaguas,Peru,Loreto
Virú,Peru,La Libertad
Uchiza,Peru,San Martín
Tumbes,Peru,Tumbes
Trujillo,Peru,La Libertad
Tocache,Peru,San Martín
Tingo María,Peru,Huanuco
Tambo Grande,Peru,Piura
Talara,Peru,Piura
Sullana,Peru,Piura
Sechura,Peru,Piura
Santiago de Cao,Peru,La Libertad
San Pedro de Lloc,Peru,La Libertad
Saña,Peru,Lambayeque
Rioja,Peru,San Martín
Querecotillo,Peru,Piura
Pucallpa,Peru,Ucayali
Piura,Peru,Piura
Pimentel,Peru,Lambayeque
Picsi,Peru,Lambayeque
Paita,Peru,Piura
Paiján,Peru,La Libertad
Pacasmayo,Peru,La Libertad
Moyobamba,Peru,San Martín
Monsefú,Peru,Lambayeque
Moche,Peru,La Libertad
Marcavelica,Peru,Piura
La Unión,Peru,Piura
Laredo,Peru,La Libertad
La Peca,Peru,Amazonas
Lambayeque,Peru,Lambayeque
Juanjuí,Peru,San Martín
Jaén,Peru,Cajamarca
Iquitos,Peru,Loreto
Huaraz,Peru,Ancash
Huánuco,Peru,Huanuco
Huamachuco,Peru,La Libertad
Guadalupe,Peru,La Libertad
Ferreñafe,Peru,Lambayeque
Coishco,Peru,Ancash
Chulucanas,Peru,Piura
Chongoyape,Peru,Lambayeque
Chocope,Peru,La Libertad
Chimbote,Peru,Ancash
Chiclayo,Peru,Lambayeque
Chepén,Peru,La Libertad
Chachapoyas,Peru,Amazonas
Catacaos,Peru,Piura
Cajamarca,Peru,Cajamarca
Bellavista,Peru,San Martín
Bagua Grande,Peru,Amazonas
La Breita,Peru,Piura
Zarumilla,Peru,Tumbes
Yunguyo,Peru,Puno
Yanacancha,Peru,Huanuco
Tarma,Peru,Junín
Tambopata,Peru,Madre de Dios
Tacna,Peru,Tacna
Santiago de Surco,Peru,Lima region
Sicuani,Peru,Cusco
Satipo,Peru,Junín
San Vicente de Cañete,Peru,Lima region
Santa Ana,Peru,Cusco
San Isidro,Peru,Lima region
San Clemente,Peru,Ica
Puno,Peru,Puno
Puerto Maldonado,Peru,Madre de Dios
Pisco,Peru,Ica
Paramonga,Peru,Lima region
Nuevo Imperial,Peru,Lima region
Nazca,Peru,Ica
Moquegua,Peru,Moquegua
Mollendo,Peru,Arequipa
Minas de Marcona,Peru,Ica
Mala,Peru,Lima region
Lima,Peru,Lima Province
La Oroya,Peru,Junín
Junín,Peru,Junín
Juliaca,Peru,Puno
Jauja,Peru,Junín
Imperial,Peru,Lima region
Ilo,Peru,Moquegua
Ilave,Peru,Puno
Ica,Peru,Ica
Huaura,Peru,Lima region
Huarmey,Peru,Ancash
Huaral,Peru,Lima region
Huanta,Peru,Ayacucho
Huancayo,Peru,Junín
Huancavelica,Peru,Huancavelica
Hualmay,Peru,Lima region
Huacho,Peru,Lima region
Cusco,Peru,Cusco
Chosica,Peru,Lima region
Chincha Alta,Peru,Ica
Chaupimarca,Peru,Pasco
Chancay,Peru,Lima region
Cerro de Pasco,Peru,Pasco
Camaná,Peru,Arequipa
Callao,Peru,Callao
Barranca,Peru,Lima region
Ayaviri,Peru,Puno
Ayacucho,Peru,Ayacucho
Arequipa,Peru,Arequipa
Andahuaylas,Peru,Apurímac
Abancay,Peru,Apurímac
La Rinconada,Peru,Puno
Villarrica,Paraguay,Guairá
Villa Hayes,Paraguay,Presidente Hayes
Villa Elisa,Paraguay,Central
San Lorenzo,Paraguay,Central
San Juan Bautista,Paraguay,Misiones
San Antonio,Paraguay,Central
Presidente Franco,Paraguay,Alto Paraná
Pilar,Paraguay,Ñeembucú
Pedro Juan Caballero,Paraguay,Amambay
Nemby,Paraguay,Central
Limpio,Paraguay,Central
Lambaré,Paraguay,Central
Itauguá,Paraguay,Central
Itá,Paraguay,Central
Fernando de la Mora,Paraguay,Central
Encarnación,Paraguay,Itapúa
Coronel Oviedo,Paraguay,Caaguazú
Concepción,Paraguay,Concepción
Colonia Mariano Roque Alonso,Paraguay,Central
Ciudad del Este,Paraguay,Alto Paraná
Capiatá,Paraguay,Central
Caazapá,Paraguay,Caazapá
Caaguazú,Paraguay,Caaguazú
Caacupé,Paraguay,Cordillera
Asunción,Paraguay,Asunción
Young,Uruguay,Río Negro
Trinidad,Uruguay,Flores
Trinidad,Uruguay,Flores
Treinta y Tres,Uruguay,Treinta y Tres
Tacuarembó,Uruguay,Tacuarembó
Santa Lucía,Uruguay,Canelones
San José de Mayo,Uruguay,San José
San Carlos,Uruguay,Maldonado
Salto,Uruguay,Salto
Rocha,Uruguay,Rocha
Rivera,Uruguay,Rivera
Progreso,Uruguay,Canelones
Paysandú,Uruguay,Paysandú
Paso de Carrasco,Uruguay,Canelones
Pando,Uruguay,Canelones
Montevideo,Uruguay,Montevideo
Minas,Uruguay,Lavalleja
Mercedes,Uruguay,Soriano
Melo,Uruguay,Cerro Largo
Maldonado,Uruguay,Maldonado
Las Piedras,Uruguay,Canelones
La Paz,Uruguay,Canelones
Fray Bentos,Uruguay,Río Negro
Florida,Uruguay,Florida
Durazno,Uruguay,Durazno
Dolores,Uruguay,Soriano
Delta del Tigre,Uruguay,San José
Colonia del Sacramento,Uruguay,Colonia
Carmelo,Uruguay,Colonia
Canelones,Uruguay,Canelones
Artigas,Uruguay,Artigas
La Asunción,Venezuela,Nueva Esparta
Anaco,Venezuela,Anzoátegui
Alto Barinas,Venezuela,Barinas
Zaraza,Venezuela,Guárico
Yaritagua,Venezuela,Yaracuy
Villa de Cura,Venezuela,Aragua
Villa Bruzual,Venezuela,Portuguesa
Valle de La Pascua,Venezuela,Guárico
Valera,Venezuela,Trujillo
Valencia,Venezuela,Carabobo
Upata,Venezuela,Bolívar
Turmero,Venezuela,Aragua
Tucupita,Venezuela,Delta Amacuro
Trujillo,Venezuela,Trujillo
Tinaquillo,Venezuela,Cojedes
Táriba,Venezuela,Táchira
Santa Teresa,Venezuela,Miranda
Santa Rita,Venezuela,Zulia
Santa Elena de Uairén,Venezuela,Bolívar
San Mateo,Venezuela,Aragua
San Juan de los Morros,Venezuela,Guárico
San Juan de Colón,Venezuela,Táchira
San José de Guanipa,Venezuela,Anzoátegui
San Joaquín,Venezuela,Carabobo
San Felipe,Venezuela,Yaracuy
San Cristóbal,Venezuela,Táchira
San Carlos del Zulia,Venezuela,Zulia
San Carlos,Venezuela,Cojedes
San Antonio del Táchira,Venezuela,Táchira
San Antonio de Los Altos,Venezuela,Miranda
Rubio,Venezuela,Táchira
La Villa del Rosario,Venezuela,Zulia
Quíbor,Venezuela,Lara
Punto Fijo,Venezuela,Falcón
Punta Cardón,Venezuela,Falcón
Puerto La Cruz,Venezuela,Anzoátegui
Puerto Cabello,Venezuela,Carabobo
Puerto Ayacucho,Venezuela,Amazonas
Porlamar,Venezuela,Nueva Esparta
Petare,Venezuela,Miranda
Palo Negro,Venezuela,Aragua
Ocumare del Tuy,Venezuela,Miranda
Nirgua,Venezuela,Yaracuy
Mucumpiz,Venezuela,Mérida
Morón,Venezuela,Carabobo
Mérida,Venezuela,Mérida
Mariara,Venezuela,Carabobo
Maracay,Venezuela,Aragua
Maracaibo,Venezuela,Zulia
Maiquetía,Venezuela,Vargas
Machiques,Venezuela,Zulia
Los Teques,Venezuela,Miranda
Los Rastrojos,Venezuela,Lara
Los Dos Caminos,Venezuela,Miranda
La Victoria,Venezuela,Aragua
Las Tejerías,Venezuela,Aragua
Lagunillas,Venezuela,Zulia
La Guaira,Venezuela,Vargas
Juan Griego,Venezuela,Nueva Esparta
Güiria,Venezuela,Sucre
Güigüe,Venezuela,Carabobo
Guatire,Venezuela,Miranda
Guarenas,Venezuela,Miranda
Guanare,Venezuela,Portuguesa
Guacara,Venezuela,Carabobo
El Vigía,Venezuela,Mérida
El Tocuyo,Venezuela,Lara
El Tigre,Venezuela,Anzoátegui
El Limón,Venezuela,Aragua
El Hatillo,Venezuela,Miranda
Ejido,Venezuela,Mérida
Cumaná,Venezuela,Sucre
Cúa,Venezuela,Miranda
Coro,Venezuela,Falcón
Ciudad Guayana,Venezuela,Bolívar
Ciudad Bolívar,Venezuela,Bolívar
Chivacoa,Venezuela,Yaracuy
Charallave,Venezuela,Miranda
Chacao,Venezuela,Miranda
Tacarigua,Venezuela,Carabobo
Caucagüito,Venezuela,Miranda
Catia La Mar,Venezuela,Vargas
Carúpano,Venezuela,Sucre
Carrizal,Venezuela,Miranda
Carora,Venezuela,Lara
Caracas,Venezuela,Capital
Caraballeda,Venezuela,Vargas
Cantaura,Venezuela,Anzoátegui
Calabozo,Venezuela,Guárico
Cagua,Venezuela,Aragua
Cabimas,Venezuela,Zulia
Baruta,Venezuela,Miranda
Barquisimeto,Venezuela,Lara
Barinitas,Venezuela,Barinas
Barinas,Venezuela,Barinas
Barcelona,Venezuela,Anzoátegui
Araure,Venezuela,Portuguesa
Altagracia de Orituco,Venezuela,Guárico
Acarigua,Venezuela,Portuguesa
Maturín,Venezuela,Monagas
La Fría,Venezuela,Táchira
El Cafetal,Venezuela,Miranda
Caucaguita,Venezuela,Miranda
La Dolorita,Venezuela,Miranda
Guasdualito,Venezuela,Apure
San Fernando de Apure,Venezuela,Apure